account_id,company_name,industry,rep_id
ACC-00877,Oldlace Bridge Technologies,Energy & Utilities,CSM-029
ACC-00878,Cornsilk Summit Inc.,Financial Services,CSM-013
ACC-00879,Harrison LLC Solutions,Insurance,CSM-034
ACC-00880,Palegoldenrod Peak Systems,Media & Entertainment,CSM-013
ACC-00881,Osborn Group Technologies,Financial Services,CSM-039
ACC-00882,Dunn Ltd LLC,Public Sector,CSM-034
ACC-00883,RussellMetrics Partners,Travel & Hospitality,CSM-015
ACC-00884,Butler Systems,Software & Technology,CSM-011
ACC-00885,Brown Group Partners,Insurance,CSM-003
ACC-00886,Newton Global,Telecommunications,CSM-016
ACC-00887,Williams-Cook Partners,Insurance,CSM-001
ACC-00888,Lyons-Wang Technologies,Retail & E-Commerce,CSM-006
ACC-00889,Sims-Clay Systems,Media & Entertainment,CSM-050
ACC-00890,Pink Peak Holdings,Logistics & Supply Chain,CSM-023
ACC-00891,Hayes Ltd Global,Insurance,CSM-026
ACC-00892,Santos-Avila Holdings,Logistics & Supply Chain,CSM-038
ACC-00893,Armstrong Inc.,Manufacturing,CSM-034
ACC-00894,Marshall Global,Financial Services,CSM-048
ACC-00895,Johnson-Wood Technologies,Travel & Hospitality,CSM-005
ACC-00896,PerezLogic Solutions,Healthcare,CSM-036
ACC-00897,Torres Group Systems,Media & Entertainment,CSM-047
ACC-00898,Lightslategray Forge Holdings,Public Sector,CSM-038
ACC-00899,LynchMetrics Partners,Telecommunications,CSM-023
ACC-00900,Indianred Summit Partners,Media & Entertainment,CSM-015
ACC-00901,Mediumpurple Summit Solutions,Software & Technology,CSM-013
ACC-00902,Williams Group Systems,Energy & Utilities,CSM-026
ACC-00903,Miller Technologies,Software & Technology,CSM-001
ACC-00904,Khan Group,Media & Entertainment,CSM-012
ACC-00905,Blueviolet Forge Holdings,Logistics & Supply Chain,CSM-033
ACC-00906,Hicks Industries,Healthcare,CSM-036
ACC-00907,Santos Group,Healthcare,CSM-033
ACC-00908,JohnsonStack LLC,Media & Entertainment,CSM-022
ACC-00909,Purple Forge Inc.,Healthcare,CSM-033
ACC-00910,Contreras PLC LLC,Media & Entertainment,CSM-035
ACC-00911,Osborn-Cochran Systems,Software & Technology,CSM-017
ACC-00912,EdwardsWorks LLC,Travel & Hospitality,CSM-029
ACC-00913,DixonStack Solutions,Logistics & Supply Chain,CSM-037
ACC-00914,Ghostwhite Harbor Holdings,Energy & Utilities,CSM-050
ACC-00915,Whitesmoke Bridge Solutions,Manufacturing,CSM-049
ACC-00916,ChavezStack Corp.,Telecommunications,CSM-050
ACC-00917,Lightpink Grid Labs,Energy & Utilities,CSM-044
ACC-00918,Papayawhip Bridge Global,Energy & Utilities,CSM-038
ACC-00919,JenkinsLogic Inc.,Financial Services,CSM-031
ACC-00920,Violet Peak Holdings,Healthcare,CSM-017
ACC-00921,SchmittLogic Technologies,Healthcare,CSM-025
ACC-00922,Stout-Armstrong Holdings,Insurance,CSM-015
ACC-00923,Smith Holdings,Insurance,CSM-045
ACC-00924,Bisque Grid Labs,Manufacturing,CSM-021
ACC-00925,Perry-Soto Holdings,Logistics & Supply Chain,CSM-023
ACC-00926,SolisCloud Corp.,Public Sector,CSM-035
ACC-00927,Whitney Corp.,Financial Services,CSM-045
ACC-00928,SchwartzSoft Holdings,Media & Entertainment,CSM-016
ACC-00929,Jordan Technologies,Media & Entertainment,CSM-006
ACC-00930,Darkseagreen Peak Partners,Logistics & Supply Chain,CSM-044
ACC-00931,Powderblue Harbor Technologies,Travel & Hospitality,CSM-022
ACC-00932,KnightWorks Global,Healthcare,CSM-036
ACC-00933,Red Grid Partners,Retail & E-Commerce,CSM-031
ACC-00934,AndersonData Group,Telecommunications,CSM-023
ACC-00935,MartinData LLC,Manufacturing,CSM-037
ACC-00936,RussellLogic Partners,Media & Entertainment,CSM-012
ACC-00937,PatelMetrics Corp.,Travel & Hospitality,CSM-044
ACC-00938,Darkgoldenrod Bridge Partners,Manufacturing,CSM-032
ACC-00939,MarshallWorks Group,Travel & Hospitality,CSM-013
ACC-00940,Middleton LLC,Manufacturing,CSM-048
ACC-00941,Darkorchid Grid Systems,Manufacturing,CSM-017
ACC-00942,Mccormick Ltd Solutions,Manufacturing,CSM-015
ACC-00943,Cadetblue Peak Solutions,Manufacturing,CSM-016
ACC-00944,Henderson Labs,Software & Technology,CSM-023
ACC-00945,Huang-Foster Global,Retail & E-Commerce,CSM-050
ACC-00946,Sandoval-Cunningham Partners,Healthcare,CSM-008
ACC-00947,SmallData Technologies,Healthcare,CSM-044
ACC-00948,Fowler-Dean Solutions,Insurance,CSM-032
ACC-00949,HickmanStack Corp.,Software & Technology,CSM-001
ACC-00950,GregoryData Technologies,Public Sector,CSM-003
ACC-00951,DixonWorks Solutions,Energy & Utilities,CSM-024
ACC-00952,SanchezMetrics Industries,Software & Technology,CSM-021
ACC-00953,Mediumorchid Grid Inc.,Energy & Utilities,CSM-037
ACC-00954,Lightgoldenrodyellow Bridge Corp.,Media & Entertainment,CSM-032
ACC-00955,Navy Peak Technologies,Retail & E-Commerce,CSM-049
ACC-00956,Williams Inc.,Public Sector,CSM-018
ACC-00957,ReyesStack Group,Logistics & Supply Chain,CSM-015
ACC-00958,Garcia Holdings,Software & Technology,CSM-009
ACC-00959,Grant Group Technologies,Financial Services,CSM-034
ACC-00960,Ibarra-Suarez Inc.,Logistics & Supply Chain,CSM-031
ACC-00961,Cyan Peak Partners,Public Sector,CSM-003
ACC-00962,Gonzalez Group Holdings,Public Sector,CSM-023
ACC-00963,Lemonchiffon Forge Corp.,Logistics & Supply Chain,CSM-044
ACC-00964,Darkorchid Summit Systems,Retail & E-Commerce,CSM-030
ACC-00965,Peru Grid Industries,Healthcare,CSM-045
ACC-00966,Mistyrose Forge Partners,Public Sector,CSM-030
ACC-00967,Graves-Weaver Solutions,Telecommunications,CSM-045
ACC-00968,Garrett LLC Systems,Financial Services,CSM-001
ACC-00969,CharlesSoft LLC,Insurance,CSM-014
ACC-00970,Young-Allen Partners,Logistics & Supply Chain,CSM-038
ACC-00971,Olive Peak Partners,Healthcare,CSM-021
ACC-00972,Thistle Summit Partners,Telecommunications,CSM-040
ACC-00973,SmithCloud Labs,Media & Entertainment,CSM-012
ACC-00974,Slategray Summit Holdings,Public Sector,CSM-017
ACC-00975,Jones-Miller Holdings,Manufacturing,CSM-018
ACC-00976,GuerreroCloud Technologies,Energy & Utilities,CSM-040
ACC-00977,JuarezSoft Technologies,Telecommunications,CSM-024
ACC-00978,GriffinCloud Solutions,Retail & E-Commerce,CSM-032
ACC-00979,Thomas-Schmidt Technologies,Logistics & Supply Chain,CSM-014
ACC-00980,Sharp Global,Logistics & Supply Chain,CSM-045
ACC-00981,Higgins-Smith Holdings,Telecommunications,CSM-024
ACC-00982,MorganLogic Holdings,Logistics & Supply Chain,CSM-018
ACC-00983,Stevens Industries,Energy & Utilities,CSM-012
ACC-00984,Gross Ltd Solutions,Software & Technology,CSM-009
ACC-00985,Hughes Inc LLC,Software & Technology,CSM-044
ACC-00986,WilliamsFlow Labs,Manufacturing,CSM-007
ACC-00987,AdkinsLogic Labs,Travel & Hospitality,CSM-018
ACC-00988,Gibson LLC Labs,Manufacturing,CSM-036
ACC-00989,Chapman Inc LLC,Logistics & Supply Chain,CSM-025
ACC-00990,BurnsSoft Holdings,Manufacturing,CSM-010
ACC-00991,King-Odonnell Industries,Travel & Hospitality,CSM-010
ACC-00992,Darkolivegreen Grid Corp.,Energy & Utilities,CSM-001
ACC-00993,MorenoLogic Technologies,Retail & E-Commerce,CSM-027
ACC-00994,Miller Corp.,Energy & Utilities,CSM-009
ACC-00995,Lightgray Peak Inc.,Insurance,CSM-034
ACC-00996,MorrowStack Solutions,Public Sector,CSM-047
ACC-00997,RamosStack Systems,Telecommunications,CSM-032
ACC-00998,Duncan Technologies,Media & Entertainment,CSM-017
ACC-00999,Williams Solutions,Public Sector,CSM-037
ACC-01000,Edwards Partners,Financial Services,CSM-026
